sigla_uf,id_municipio,situacao,ano_atendimento,concessionaria,tecnologia,capacidade_backhaul,capacidade_ocupada,capacidade_disponivel
SC,4200507,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200556,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200606,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200705,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200754,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200804,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4200903,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201000,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201109,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201208,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201257,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201273,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201307,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201406,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201505,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201604,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201653,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201703,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201802,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201901,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4201950,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202008,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202057,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202073,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202081,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202099,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202107,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202131,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202156,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202206,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202305,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202404,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202453,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202503,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202537,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202578,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202602,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202701,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202800,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202859,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202875,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4202909,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203006,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203105,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203154,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203204,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203253,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203303,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203402,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203501,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203600,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203709,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203808,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203907,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4203956,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204004,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204103,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204152,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204178,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204194,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204202,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204251,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204301,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204350,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204400,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204459,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
SC,4204509,Infraestrutura existente antes do Decreto n° 6.424,,BRASILTELECOM FILIAL/SC,Não Informado,,,
