id,ano,total_pago,media_pago,total_beneficiarios,media_beneficiarios
4310702,2023,772132.0,77213.2,1131,113.1
4310702,2024,937535.0,85230.45454545454,1370,124.54545454545455
4310751,2023,619350.0,61935.0,975,97.5
4310751,2024,567302.0,51572.90909090909,911,82.81818181818181
4310801,2023,1234787.0,123478.7,1919,191.9
4310801,2024,1971914.0,179264.9090909091,3004,273.09090909090907
4310850,2023,1604113.0,160411.3,2498,249.8
4310850,2024,1789333.0,162666.63636363635,2769,251.72727272727272
4310876,2023,1635587.0,163558.7,2587,258.7
4310876,2024,1812700.0,164790.9090909091,2864,260.3636363636364
4310900,2023,484541.0,48454.1,733,73.3
4310900,2024,547074.0,49734.0,878,79.81818181818181
4311007,2023,15967652.0,1596765.2,24836,2483.6
4311007,2024,18207119.0,1655192.6363636365,27978,2543.4545454545455
4311106,2023,4482621.0,448262.1,7173,717.3
4311106,2024,5381875.0,489261.36363636365,8595,781.3636363636364
4311122,2023,2739946.0,273994.6,4310,431.0
4311122,2024,3273775.0,297615.9090909091,5012,455.6363636363636
4311130,2023,2142671.0,214267.1,3297,329.7
4311130,2024,2460683.0,223698.45454545456,3756,341.45454545454544
4311155,2023,4430818.0,443081.8,6699,669.9
4311155,2024,5299998.0,481818.0,8086,735.0909090909091
4311205,2023,7923665.0,792366.5,12363,1236.3
4311205,2024,9307669.0,846151.7272727273,14383,1307.5454545454545
4311239,2023,980778.0,98077.8,1565,156.5
4311239,2024,1148852.0,104441.09090909091,1847,167.9090909090909
4311254,2023,4605797.0,460579.7,6939,693.9
4311254,2024,5842424.0,531129.4545454546,8857,805.1818181818181
4311270,2023,154255.0,15425.5,241,24.1
4311270,2024,231989.0,21089.909090909092,346,31.454545454545453
4311304,2023,11722708.0,1172270.8,18172,1817.2
4311304,2024,13948504.0,1268045.8181818181,21601,1963.7272727272727
4311403,2023,12363758.0,1236375.8,18449,1844.9
4311403,2024,15628451.0,1420768.2727272727,24010,2182.7272727272725
4311429,2023,2197023.0,219702.3,3424,342.4
4311429,2024,2652966.0,241178.72727272726,3950,359.09090909090907
4311502,2023,3877885.0,387788.5,5683,568.3
4311502,2024,4942362.0,449305.63636363635,7234,657.6363636363636
4311601,2023,1786234.0,178623.4,2689,268.9
4311601,2024,2225611.0,202328.27272727274,3305,300.45454545454544
4311627,2023,1560131.0,156013.1,2285,228.5
4311627,2024,2170600.0,197327.27272727274,3193,290.27272727272725
4311643,2023,103760.0,10376.0,151,15.1
4311643,2024,117539.0,10685.363636363636,186,16.90909090909091
4311700,2023,1045083.0,104508.3,1728,172.8
4311700,2024,1203977.0,109452.45454545454,2036,185.0909090909091
4311718,2023,4072251.0,407225.1,6018,601.8
4311718,2024,5067315.0,460665.0,7389,671.7272727272727
4311734,2023,1427298.0,142729.8,2088,208.8
4311734,2024,1789185.0,162653.18181818182,2627,238.8181818181818
4311759,2023,3074167.0,307416.7,4742,474.2
4311759,2024,3702192.0,336562.9090909091,5689,517.1818181818181
4311775,2023,3438894.0,343889.4,5046,504.6
4311775,2024,4308856.0,391714.1818181818,6266,569.6363636363636
4311791,2023,364522.0,36452.2,518,51.8
4311791,2024,388549.0,35322.63636363636,559,50.81818181818182
4311809,2023,5117647.0,511764.7,7762,776.2
4311809,2024,8468468.0,769860.7272727273,12561,1141.909090909091
4311908,2023,459684.0,45968.4,714,71.4
